WELL,DESCRIPTION,Date
W-C-18S,C18S flowing intermittently – erratic temperature trend. Well was previously flowing as single string (C18L idle). C18S start unstable flow post flowing C18L [C18S],2019-02-21
W-C-18S,C18S flowing intermittently – erratic temperature trend. Well was previously flowing as single string (C18L idle). C18S start unstable flow post flowing C18L [C18S],2019-02-22
W-C-18S,C18S flowing intermittently – erratic temperature trend. Well was previously flowing as single string (C18L idle). C18S start unstable flow post flowing C18L [C18S],2019-02-23
W-C-18S,C18S flowing intermittently – erratic temperature trend. Well was previously flowing as single string (C18L idle). C18S start unstable flow post flowing C18L [C18S],2019-02-24
W-C-18S,C18S flowing intermittently – erratic temperature trend. Well was previously flowing as single string (C18L idle). C18S start unstable flow post flowing C18L [C18S],2019-01-01
W-C-18S,C18S flowing intermittently – erratic temperature trend. Well was previously flowing as single string (C18L idle). C18S start unstable flow post flowing C18L [C18S],2019-01-02
W-C-18S,C18S flowing intermittently – erratic temperature trend. Well was previously flowing as single string (C18L idle). C18S start unstable flow post flowing C18L [C18S],2019-01-03
W-C-18S,C18S flowing intermittently – erratic temperature trend. Well was previously flowing as single string (C18L idle). C18S start unstable flow post flowing C18L [C18S],2019-01-05
W-C-18S,C18S flowing intermittently – erratic temperature trend. Well was previously flowing as single string (C18L idle). C18S start unstable flow post flowing C18L [C18S],2019-01-06
W-C-18S,C18S flowing intermittently – erratic temperature trend. Well was previously flowing as single string (C18L idle). C18S start unstable flow post flowing C18L [C18S],2019-01-09
W-C-18S,C18S flowing intermittently – erratic temperature trend. Well was previously flowing as single string (C18L idle). C18S start unstable flow post flowing C18L [C18S],2019-01-22
W-C-18S,C18S flowing intermittently – erratic temperature trend. Well was previously flowing as single string (C18L idle). C18S start unstable flow post flowing C18L [C18S],2019-01-23
W-C-18S,C18S flowing intermittently – erratic temperature trend. Well was previously flowing as single string (C18L idle). C18S start unstable flow post flowing C18L [C18S],2019-01-24
W-C-18S,Well quit,2019-03-07
W-C-18S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-12
W-C-18S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-13
W-C-18S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-20
W-C-18S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-21
W-C-18S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-22
W-C-18S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-23
W-C-18S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-28
W-C-18S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-29
W-C-18S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-30
W-C-18S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-31
W-C-18S,Well Quit. Gas lift optimization,2019-09-15
W-C-18S,Shut in well for fishing (fish created during lock open job),2019-11-01
W-C-18S,Shut in well for fishing (fish created during lock open job),2019-11-02
W-C-18S,Shut in well for fishing (fish created during lock open job),2019-11-03
W-C-18S,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-15
W-C-18S,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-19
W-C-18S,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-20
W-C-18S,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-21
W-C-18S,"Dulang experienced PSD due to LSIH-5070 triggered. Upon investigation, found actual level at V507 was 36%. Set point for LSIH5070 is 44%. Switch faulty. New spare catalogued and MRF was placed.",2020-01-24
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-07
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-08
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-09
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-10
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-11
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-12
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-13
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-14
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-15
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-16
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-17
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-18
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-19
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-20
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-21
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-22
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-23
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-24
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-25
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-26
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-27
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-28
W-C-18S,Shut in well C18 due to finding of Lack of Root penetration (welding) at 12 o'clock to 4 o'clock orientation suspected due to poor workmanship,2020-02-29
W-C-18S,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-08
W-C-18S,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-09
W-C-18S,Well Quit,2020-03-12
W-C-18S,Well Quit,2020-03-13
W-C-18S,Shut in well for ESD Test (prolong BOL due to process stabilization),2020-03-31
W-C-18S,Manually Shutdown GCM3 to rectify discharge line isolation valve nipple grease faulty,2020-04-13
W-C-18S,GCM3 tripped due to FG to GCM3 temperature low caused by HX6061 controller/PLC problem.,2020-04-30
W-C-18S,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",2020-05-08
W-C-18S,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",2020-05-12
W-C-18S,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,2020-05-14
W-C-18S,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,2020-05-26
W-C-18S,"Dulang experienced power failure due to both TG630 and TG632 tripped on low fuel gas pressure. Upon investigation, found the low fuel gas pressure is cascaded impact from LALL-5851 triggered. LALL-5851 triggered due to faulty reading LT5851 which caused by clogged LT-5851 bridles. Heat tracing was found not functioning because of trip due to cable shorted at the terminal block. Heat tracing at each bridle of LT-5851 was reinstated.",2020-06-09
W-C-18S,Shut in well for water handling and control EDQ,2020-06-11
W-C-18S,Shut in well for water handling and control EDQ,2020-06-12
W-C-18S,Shut in well for water handling and control EDQ,2020-06-13
W-C-18S,Shut in well for water handling and control EDQ,2020-06-14
W-C-18S,Shut in well for water handling and control EDQ,2020-06-15
W-C-18S,Shut in well for water handling and control EDQ,2020-06-16
W-C-18S,Shut in well for water handling and control EDQ,2020-06-17
W-C-18S,Shut in well for water handling and control EDQ,2020-06-18
W-C-18S,Shut in well for water handling and control EDQ,2020-06-19
W-C-18S,Shut in well for water handling and control EDQ,2020-06-20
W-C-18S,Shut in well for water handling and control EDQ,2020-06-21
W-C-18S,Shut in well for water handling and control EDQ,2020-06-22
W-C-18S,Shut in well for water handling and control EDQ,2020-06-23
W-C-18S,Shut in well for water handling and control EDQ,2020-06-24
W-C-18S,Shut in well for water handling and control EDQ,2020-06-25
W-C-18S,Shut in well for water handling and control EDQ,2020-06-26
W-C-18S,Shut in well for water handling and control EDQ,2020-06-27
W-C-18S,Shut in well for water handling and control EDQ,2020-06-28
W-C-18S,Shut in well for water handling and control EDQ,2020-06-29
